Fecha y hora,CO (ppm),NO (ppb),NO2 (ppb),NOX (ppb),O3 (ppb),PM10 (ug/m3),PM2.5 (ug/m3),PRS (mmHg),RAINF (mm/h),RH (%),SO2 (ppb),SR (kW/m2),TOUT (ºC),WSR (km/h),WDR (azimutal)
2025-01-01 00:00:00,2.42,5.9,13.1,26.6,24.0,84.0,22.356,716.42,0,33.0,5.4,0.3498,17.9,12.2,45.6
2025-01-01 06:00:00,2.18,3.0,14.0,17.2,28.0,50.0,31.38,714.3,0,84.0,4.9,0.0,13.58,5.6,53.0
2025-01-01 12:00:00,2.07,5.2,12.3,17.7,42.0,54.0,44.01,716.5,0,58.0,9.2,0.464,17.91,9.0,75.0
2025-01-01 18:00:00,2.16,2.7,10.4,13.4,39.0,53.0,29.17,715.3,0,65.0,7.2,0.02299999999999999,17.31,11.9,64.0
2025-01-02 00:00:00,2.09,2.299999999999999,7.800000000000001,10.3,30.0,41.0,18.8,716.7,0,74.0,5.0,0.0,14.19,6.1,25.0
2025-01-02 06:00:00,2.14,2.200000000000001,12.5,14.8,20.0,47.0,39.65,716.2,0,84.0,7.6,0.0,13.21,3.7,109.0
2025-01-02 12:00:00,2.66,24.5,29.2,53.8,16.0,100.4,61.88,717.0,0,66.0,7.1,0.373,17.97,5.3,64.0
2025-01-02 18:00:00,2.52,3.900000000000001,29.9,34.0,32.0,86.0,54.47,714.9,0,63.0,6.2,0.032,19.15,8.6,79.0
2025-01-03 00:00:00,2.49,17.2,35.0,52.5,4.0,63.0,53.28,717.2,0,83.0,5.3,0.0,14.89,1.8,251.0
2025-01-03 06:00:00,2.38,8.2,26.1,34.4,4.0,76.0,65.74,716.8,0,79.0,4.7,0.0,13.13,1.8,224.0
2025-01-03 12:00:00,2.59,13.9,33.4,47.6,13.0,132.0,60.65,718.7,0,73.0,6.8,0.109,17.02,5.7,29.0
2025-01-03 18:00:00,2.3,3.4,16.1,19.6,33.0,49.0,37.23,716.4,0,64.0,5.3,0.034,19.1,8.3,100.0
2025-01-04 00:00:00,2.25,3.0,15.6,18.9,13.0,46.0,24.47,716.6,0,85.0,4.5,0.0,16.62,3.7,40.0
2025-01-04 06:00:00,2.18,2.9,14.8,17.9,12.0,52.0,40.74,714.5,0,73.0,4.6,0.0,15.33,5.2,209.0
2025-01-04 12:00:00,2.53,14.8,20.7,35.8,18.0,55.0,36.86,714.2,0,67.0,4.8,0.314,19.55,6.0,17.0
2025-01-04 18:00:00,2.26,3.2,13.1,16.6,38.0,62.0,26.69,710.7,0,55.0,5.6,0.033,22.62,4.4,88.0
2025-01-05 00:00:00,2.62,4.0,34.9,39.2,10.0,62.0,46.86,710.3,0,66.0,4.9,0.0,17.99,6.2,229.0
2025-01-05 06:00:00,2.41,8.3,28.1,36.6,5.0,62.0,43.37,709.0,0,73.0,4.5,0.0,14.83,3.1,246.0
2025-01-05 12:00:00,2.78,23.0,47.8,71.0,26.0,56.0,46.07,709.6,0,30.0,6.5,0.534,27.88,7.2,116.0
2025-01-05 18:00:00,2.07,3.1,11.8,15.1,37.0,54.0,16.21,710.2,0,27.0,4.8,0.034,24.25,9.7,19.0
2025-01-06 00:00:00,1.95,2.5,8.9,11.7,37.0,36.0,9.329999999999998,714.6,0,28.0,4.7,0.0,18.82,9.6,37.0
2025-01-06 06:00:00,1.93,2.200000000000001,10.0,12.4,25.0,40.0,5.140000000000001,717.4,0,36.0,6.2,0.0,10.55,7.5,56.0
2025-01-06 12:00:00,2.08,17.8,15.9,34.0,18.0,70.0,12.2,719.4,0,33.0,6.9,0.552,11.11,10.2,59.0
2025-01-06 18:00:00,1.99,4.400000000000001,16.4,21.0,31.0,63.0,15.73,716.3,0,34.0,4.9,0.03599999999999998,13.18,14.2,69.0
2025-01-07 00:00:00,1.74,2.1,5.1,7.399999999999999,34.0,19.0,5.259999999999998,718.3,0,33.0,4.2,0.0,8.5,11.1,97.0
2025-01-07 06:00:00,1.73,2.1,10.5,12.8,30.0,26.0,5.629999999999999,717.7,0,40.0,4.5,0.0,4.98,7.9,68.0
2025-01-07 12:00:00,1.92,8.8,15.8,24.9,31.0,47.0,12.8,719.1,0,36.0,4.9,0.389,7.359999999999999,9.8,44.0
2025-01-07 18:00:00,1.9,3.7,17.9,21.8,32.0,41.0,9.23,717.0,0,35.0,5.9,0.02499999999999999,8.35,12.9,66.0
2025-01-08 00:00:00,1.74,2.4,8.9,11.5,35.0,18.0,5.289999999999999,719.5,0,45.0,4.7,0.0,6.370000000000001,10.4,64.0
2025-01-08 06:00:00,1.89,2.7,15.5,18.4,27.0,26.0,14.09,720.1,0,88.0,4.5,0.0,2.600000000000001,8.8,16.0
2025-01-08 12:00:00,2.06,9.2,25.2,34.7,15.0,30.0,19.82,721.7,0,93.0,4.3,0.05399999999999999,2.969999999999999,7.2,57.0
2025-01-08 18:00:00,2.09,8.0,28.6,36.8,10.0,25.0,15.17,718.4,0,94.0,4.4,0.004000000000000004,3.460000000000001,5.9,44.0
2025-01-09 00:00:00,1.84,2.8,9.5,12.6,20.0,21.0,8.59,717.2,0,59.2,4.3,0.0,2.73,8.9,54.0
2025-01-09 06:00:00,1.86,4.400000000000001,11.7,16.2,18.0,28.0,9.240000000000002,713.3,0,61.0,4.9,0.0,2.43,4.2,52.0
2025-01-09 12:00:00,2.62,90.8,30.8,122.0,5.0,35.0,27.138,711.4,0,72.0,6.8,0.05299999999999999,4.300000000000001,3.3,59.0
2025-01-09 18:00:00,2.32,26.2,23.9,50.4,4.0,53.0,38.09,708.9,0,87.0,5.1,0.004000000000000004,5.02,6.1,22.0
2025-01-10 00:00:00,2.08,23.2,20.6,44.0,5.800000000000001,32.0,26.11,711.9,0,90.6,5.3,0.0,4.079999999999998,5.0,86.0
2025-01-10 06:00:00,1.99,4.200000000000001,18.0,22.4,9.0,31.0,17.21,713.4,0,62.2,4.9,0.0,4.890000000000001,6.9,92.0
2025-01-10 12:00:00,2.08,10.8,21.8,32.9,10.0,38.0,23.62,716.3,0,77.0,4.6,0.04100000000000001,5.530000000000001,3.3,235.0
2025-01-10 18:00:00,2.19,10.8,26.5,37.5,10.0,46.0,24.61,715.1,0,61.0,4.6,0.01600000000000001,7.98,4.2,322.0
2025-01-11 00:00:00,1.92,4.500000000000001,26.2,30.9,10.0,47.0,15.8,717.7,0,58.0,4.7,0.0,6.280000000000001,7.8,94.0
2025-01-11 06:00:00,1.92,3.900000000000001,18.8,22.9,10.0,27.0,9.0,715.3,0,71.0,4.7,0.0,5.43,3.8,137.0
2025-01-11 12:00:00,1.99,11.4,13.3,25.0,23.0,41.0,19.0,713.7,0,60.0,4.7,0.544,9.12,8.2,86.0
2025-01-11 18:00:00,1.97,4.1,17.2,21.5,32.0,48.0,21.0,709.4,0,53.0,4.9,0.048,11.08,10.0,66.0
2025-01-12 00:00:00,2.3,18.8,28.2,47.1,4.0,46.0,38.0,708.9,0,78.0,4.6,0.0,6.789999999999999,2.799999999999999,263.0
2025-01-12 06:00:00,2.66,51.8,26.6,78.7,4.0,116.0,54.588,707.0,0,77.0,5.5,0.0,7.65,2.6,298.0
2025-01-12 12:00:00,2.5,31.3,32.3,63.9,15.0,77.0,68.0,710.7,0,41.0,9.0,0.504,17.91,7.8,89.0
2025-01-12 18:00:00,1.84,3.2,11.5,15.0,39.0,30.0,8.0,710.9,0,30.0,4.9,0.05199999999999999,18.12,7.1,25.0
2025-01-13 00:00:00,2.02,2.9,23.5,26.6,22.0,39.0,12.0,714.6,0,42.0,6.7,0.0,12.11,7.6,93.0
2025-01-13 06:00:00,1.9,2.7,15.8,18.8,26.0,30.0,8.0,716.3,0,49.0,5.9,0.0,10.25,5.7,69.0
2025-01-13 12:00:00,1.99,7.6,15.0,22.9,35.0,38.0,11.0,718.7,0,43.0,5.7,0.418,12.09,6.5,35.0
2025-01-13 18:00:00,2.06,4.200000000000001,23.0,27.5,44.0,55.0,20.62,716.1,0,39.0,8.8,0.05199999999999999,14.83,11.1,70.0
2025-01-14 00:00:00,1.77,2.299999999999999,7.0,9.5,41.0,24.0,6.66,718.1,0,46.0,4.9,0.0,11.25,7.9,104.0
2025-01-14 06:00:00,1.93,4.200000000000001,35.5,39.9,8.000000000000004,47.0,32.908,717.3,0,63.0,7.1,0.0,9.01,1.8,23.0
2025-01-14 12:00:00,2.29,27.3,40.8,68.3,16.0,54.0,33.15,718.8,0,53.0,18.5,0.236,12.01,5.2,3.0
2025-01-14 18:00:00,2.33,11.2,47.7,59.1,15.0,87.0,42.22,716.7,0,54.0,11.1,0.035,12.92,5.9,78.0
2025-01-15 00:00:00,2.34,10.2,37.2,47.7,4.0,76.0,63.74,718.3,0,74.0,10.5,0.0,10.34,1.8,73.0
2025-01-15 06:00:00,2.33,39.50000000000001,37.0,76.7,5.399999999999999,78.0,58.64,717.8,0,73.0,9.0,0.0,10.59,1.8,220.0
2025-01-15 12:00:00,2.53,29.5,37.0,66.7,11.0,86.0,55.38,719.8,0,59.0,7.5,0.166,13.47,5.22,25.0
2025-01-15 18:00:00,2.28,8.0,29.8,38.1,15.0,55.0,16.11,719.0,0,71.0,5.5,0.01899999999999999,13.02,8.1,41.0
2025-01-16 00:00:00,2.06,3.4,18.1,21.6,24.0,35.0,12.92,721.3,0,82.0,5.0,0.0,11.05,3.7,47.00000000000001
2025-01-16 06:00:00,2.07,3.1,19.1,22.3,17.0,42.0,23.49,720.1,0,83.0,4.8,0.0,11.27,6.24,17.0
2025-01-16 12:00:00,2.34,16.7,30.8,47.7,11.0,51.0,30.21,720.2,0,72.0,5.4,0.074,12.22,6.9,91.0
2025-01-16 18:00:00,2.08,4.400000000000001,15.8,20.4,25.0,38.0,28.42,717.1,0,70.0,6.4,0.045,12.62,7.3,113.0
2025-01-17 00:00:00,2.43,24.0,24.1,48.3,4.0,41.0,37.44,716.1,0,82.0,4.8,0.0,9.89,1.9,223.0
2025-01-17 06:00:00,2.3,67.9,26.0,94.1,5.000000000000004,85.0,62.65,712.7,0,81.0,6.2,0.0,9.18,2.1,291.0
2025-01-17 12:00:00,2.55,36.40000000000001,32.3,68.9,12.0,86.0,49.81,711.5,0,55.0,6.6,0.3130000000000001,16.58,3.9,83.0
2025-01-17 18:00:00,2.66,9.0,43.5,52.8,22.0,86.0,37.61,708.3,0,47.0,5.4,0.05199999999999999,21.42,6.2,63.0
2025-01-18 00:00:00,3.42,81.1,52.3,133.8,4.0,107.0,47.7,709.6,0,70.0,6.4,0.0,15.32,2.6,242.0
2025-01-18 06:00:00,1.87,7.299999999999999,21.9,29.5,6.0,58.0,24.666,708.6,0,44.0,10.1,0.0,18.23,7.0,217.0
2025-01-18 12:00:00,1.94,9.9,18.5,28.7,34.0,97.0,51.996,711.8,0,27.0,6.8,0.54,22.09,9.4,74.0
2025-01-18 18:00:00,2.03,3.900000000000001,17.7,21.7,55.0,97.0,23.06,709.6,0,27.0,5.6,0.057,23.26,8.1,85.0
2025-01-19 00:00:00,2.23,4.6,32.5,37.3,13.0,68.0,26.838,713.2,0,39.0,4.5,0.0,16.77,1.9,264.0
2025-01-19 06:00:00,1.88,3.5,13.0,16.7,29.0,61.0,11.646,717.1,0,48.0,4.8,0.0,10.58,12.2,14.0
