Fecha y hora,CO (ppm),NO (ppb),NO2 (ppb),NOX (ppb),O3 (ppb),PM10 (ug/m3),PM2.5 (ug/m3),PRS (mmHg),RAINF (mm/h),RH (%),SO2 (ppb),SR (kW/m2),TOUT (ºC),WSR (km/h),WDR (azimutal)
2024-01-01 00:00:00,3.53,6.3,9.2,15.4,7.0,222.0,61.0,702.5,0.0,53.0,3.3,0.0,13.02,4.5,294.0
2024-01-01 06:00:00,1.88,3.5,5.0,8.4,10.0,55.0,9.57,703.1,0.0,45.0,2.7,,12.59,5.5,305.0
2024-01-01 12:00:00,1.57,4.2,5.1,9.2,28.0,54.0,8.14,705.7,0.0,26.0,5.5,,22.39,3.200000000000001,211.0
2024-01-01 18:00:00,1.48,2.7,2.8,5.4,31.0,41.0,4.3,703.9,0.0,58.0,2.8,,18.68,13.7,106.0
2024-01-02 00:00:00,1.41,2.5,2.5,4.9,32.0,26.0,4.29,703.8,0.0,72.0,2.5,0.0,15.13,16.9,91.0
2024-01-02 06:00:00,1.5,3.0,3.2,6.0,16.0,26.0,6.41,702.9,0.0,86.0,2.6,0.0,13.79,9.2,117.0
2024-01-02 12:00:00,1.75,4.8,4.2,8.9,14.0,42.0,6.52,702.5,0.0,85.0,2.6,0.0,14.88,9.7,120.0
2024-01-02 18:00:00,1.88,3.7,7.3,11.0,14.0,67.0,11.8,700.1,0.0,76.0,2.7,0.0,15.81,10.0,104.0
2024-01-03 00:00:00,2.1,8.9,5.8,14.7,4.999999999999996,107.0,18.0,701.9,0.0,82.0,2.9,0.0,12.3,5.0,300.0
2024-01-03 06:00:00,1.84,16.6,4.5,21.1,4.999999999999996,94.0,8.94,703.0,0.0,84.0,2.9,0.0,9.26,3.4,143.0
2024-01-03 12:00:00,1.87,9.4,6.1,15.5,13.0,81.0,12.45,704.1,0.0,84.0,2.8,0.0,15.07,5.6,119.0
2024-01-03 18:00:00,1.55,2.6,4.7,7.199999999999999,40.0,62.0,7.13,702.0,0.0,50.0,2.6,0.0,17.38,14.5,126.0
2024-01-04 00:00:00,1.54,2.4,2.4,4.800000000000001,36.0,29.0,3.92,703.0,0.0,59.0,2.5,0.0,12.71,15.8,100.0
2024-01-04 06:00:00,1.57,2.7,3.1,5.699999999999999,16.0,38.0,12.08,701.5,0.0,84.0,2.1,0.0,8.279999999999998,10.4,112.0
2024-01-04 12:00:00,1.82,5.4,5.4,10.8,13.0,71.0,13.56,700.7,0.0,86.0,2.2,0.0,8.540000000000001,11.0,128.0
2024-01-04 18:00:00,1.73,3.0,5.4,8.4,15.0,48.0,6.56,697.1,0.0,82.0,2.4,0.0,9.73,14.4,129.0
2024-01-05 00:00:00,1.62,3.0,4.0,6.9,20.0,49.0,9.66,698.3,0.0,78.0,2.2,0.0,12.09,11.6,285.0
2024-01-05 06:00:00,1.48,3.4,2.7,6.0,26.0,25.0,4.74,698.5,0.0,72.0,2.3,0.0,10.95,10.9,270.0
2024-01-05 12:00:00,1.39,3.4,1.9,5.199999999999999,37.0,55.0,5.38,698.6,0.0,48.0,2.6,0.0,16.63,22.0,299.0
2024-01-05 18:00:00,1.68,2.9,7.3,10.0,35.0,65.0,6.66,697.0,0.0,37.0,2.8,0.0,19.34,12.4,111.0
2024-01-06 00:00:00,3.09,26.2,10.8,37.0,4.999999999999996,96.0,10.0,698.3,0.0,55.0,3.3,,12.36,1.199999999999999,240.0
2024-01-06 06:00:00,2.14,21.1,7.5,28.6,4.999999999999996,87.0,12.0,697.4,0.0,68.0,3.2,,8.830000000000002,2.8,292.0
2024-01-06 12:00:00,1.44,3.3,3.4,6.699999999999999,39.0,81.0,5.0,699.4,0.0,36.0,3.4,,20.21,1.9,162.0
2024-01-06 18:00:00,2.02,2.7,8.9,11.7,44.0,91.0,9.0,699.3,0.0,41.0,3.1,,18.76,7.9,106.0
2024-01-07 00:00:00,3.11,22.2,11.6,33.7,4.999999999999996,115.0,14.0,702.4,0.0,63.0,3.5,,13.08,2.299999999999999,14.0
