Fecha y hora,CO (ppm),NO (ppb),NO2 (ppb),O3 (ppb),SR (kW/m2)
2024-01-01 00:00:00,1.73,32.7,34.1,4.400000000000002,-2.775557561562891e-17
2024-01-01 06:00:00,0.918,10.0,21.2,8.4,-2.775557561562891e-17
2024-01-01 12:00:00,0.317,8.8,6.2,37.9,0.43
2024-01-01 18:00:00,0.288,7.899999999999999,5.3,36.6,0.02499999999999999
2024-01-02 00:00:00,0.305,8.2,6.0,27.5,-2.775557561562891e-17
2024-01-02 06:00:00,0.325,9.1,10.7,10.7,0.004000000000000004
2024-01-02 12:00:00,0.363,11.5,10.0,12.9,0.08300000000000002
2024-01-02 18:00:00,0.312,8.7,9.2,16.8,0.02099999999999999
2024-01-03 00:00:00,0.386,12.9,11.6,3.100000000000001,0.002000000000000002
2024-01-03 06:00:00,0.333,9.5,8.2,12.4,-2.775557561562891e-17
2024-01-03 12:00:00,0.332,9.2,7.3,34.7,0.5660000000000001
2024-01-03 18:00:00,0.32,7.899999999999999,6.5,37.2,0.06
2024-01-04 00:00:00,0.372,8.4,12.1,21.4,-2.775557561562891e-17
2024-01-04 06:00:00,0.349,8.4,5.7,20.7,-2.775557561562891e-17
2024-01-04 12:00:00,0.331,8.6,5.3,24.2,0.084
2024-01-04 18:00:00,0.345,8.4,8.6,17.5,0.008000000000000007
2024-01-05 00:00:00,0.44,11.0,16.6,10.7,0.005000000000000004
2024-01-05 06:00:00,0.363,10.6,13.2,10.7,-2.775557561562891e-17
2024-01-05 12:00:00,0.348,11.4,8.2,33.3,0.5690000000000001
2024-01-05 18:00:00,0.345,9.1,7.7,38.1,0.075
2024-01-06 00:00:00,0.598,22.4,17.3,2.899999999999999,-2.775557561562891e-17
2024-01-06 06:00:00,0.55,64.4,19.9,2.899999999999999,-2.775557561562891e-17
2024-01-06 12:00:00,0.385,14.7,12.1,34.5,0.553
2024-01-06 18:00:00,0.418,10.2,15.8,32.4,0.05399999999999999
2024-01-07 00:00:00,0.857,44.6,25.4,2.800000000000001,0.0005999999999999894
2024-01-07 06:00:00,0.447,15.7,16.5,3.399999999999999,0.1974
2024-01-07 12:00:00,0.34,11.6,10.2,25.7,0.05939999999999998
2024-01-07 18:00:00,0.312,8.8,7.1,34.2,0.1706
2024-01-08 00:00:00,0.266,8.0,5.6,35.3,-2.775557561562891e-17
2024-01-08 06:00:00,0.371,15.2,16.7,3.100000000000001,0.004000000000000004
2024-01-08 12:00:00,0.361,15.6,13.0,27.1,0.576
2024-01-08 18:00:00,0.31,9.9,10.2,38.1,0.067
2024-01-09 00:00:00,0.384,10.0,10.3,30.7,-2.775557561562891e-17
2024-01-09 06:00:00,0.376,9.3,11.7,27.3,-2.775557561562891e-17
2024-01-09 12:00:00,0.401,13.2,10.8,32.5,0.5610000000000002
2024-01-09 18:00:00,0.384,9.5,8.8,41.4,0.059
2024-01-10 00:00:00,0.372,9.5,11.0,6.599999999999998,-2.775557561562891e-17
2024-01-10 06:00:00,0.455,43.20000000000001,16.4,2.699999999999999,-2.775557561562891e-17
2024-01-10 12:00:00,0.564,26.0,20.8,22.4,0.579
2024-01-10 18:00:00,0.543,11.3,24.7,28.9,0.03700000000000001
2024-01-11 00:00:00,1.025,76.1,27.1,3.0,-2.775557561562891e-17
2024-01-11 06:00:00,0.837,40.9,35.6,2.800000000000001,-2.775557561562891e-17
2024-01-11 12:00:00,0.52,24.1,20.5,23.1,0.644
2024-01-11 18:00:00,0.416,9.6,15.0,38.1,0.04900000000000002
2024-01-12 00:00:00,0.822,49.2,28.1,2.800000000000001,-2.775557561562891e-17
2024-01-12 06:00:00,0.407,12.0,10.5,29.2,-2.775557561562891e-17
2024-01-12 12:00:00,0.395,12.6,9.2,35.2,0.667
2024-01-12 18:00:00,0.391,9.9,5.3,41.5,0.07599999999999998
2024-01-13 00:00:00,0.499,23.4,21.1,3.0,-2.775557561562891e-17
2024-01-13 06:00:00,0.581,38.8,16.2,2.800000000000001,-2.775557561562891e-17
2024-01-13 12:00:00,0.386,15.5,10.3,38.6,0.568
2024-01-13 18:00:00,0.387,11.1,9.1,38.9,0.08
2024-01-14 00:00:00,0.552,13.4,17.5,5.800000000000001,-2.775557561562891e-17
2024-01-14 06:00:00,0.724,49.8,22.8,2.800000000000001,0.003000000000000003
2024-01-14 12:00:00,0.427,14.2,10.3,36.0,0.58
2024-01-14 18:00:00,0.349,10.8,6.5,38.7,0.091
2024-01-15 00:00:00,0.624,40.0,19.1,3.300000000000001,-2.775557561562891e-17
2024-01-15 06:00:00,0.377,12.5,10.8,12.0,-2.775557561562891e-17
2024-01-15 12:00:00,0.41,15.5,7.0,13.0,0.296
2024-01-15 18:00:00,0.397,11.6,8.0,16.7,0.04300000000000004
2024-01-16 00:00:00,0.374,12.1,8.4,12.3,-2.775557561562891e-17
2024-01-16 06:00:00,0.415,12.8,6.7,15.9,0.006000000000000005
2024-01-16 12:00:00,0.433,13.2,7.3,24.2,0.25
2024-01-16 18:00:00,0.464,13.2,14.7,15.0,0.09
2024-01-17 00:00:00,0.395,11.3,7.1,20.4,0.003000000000000003
2024-01-17 06:00:00,0.401,11.1,10.0,17.4,0.002000000000000002
2024-01-17 12:00:00,0.416,13.7,8.7,36.1,0.586
2024-01-17 18:00:00,0.434,10.8,8.2,39.6,0.067
2024-01-18 00:00:00,0.519,22.4,21.7,3.699999999999999,-2.775557561562891e-17
2024-01-18 06:00:00,0.669,34.3,30.1,2.899999999999999,-2.775557561562891e-17
2024-01-18 12:00:00,0.904,43.1,36.1,15.8,0.446
2024-01-18 18:00:00,0.563,13.1,27.7,34.8,0.069
2024-01-19 00:00:00,0.956,68.7,32.8,2.800000000000001,-2.775557561562891e-17
2024-01-19 06:00:00,0.729,48.7,34.39999999999999,2.800000000000001,-2.775557561562891e-17
