CO (ppm),NO (ppb),NO2 (ppb),O3 (ppb),SR (kW/m2),Year
3.1820026881720427,2.0693817204301075,9.109489247311828,23.703763440860214,0.008244892473118279,2021
2.9592596633898687,3.2428455525377182,11.110949249183719,23.806940937489884,0.02364115143258365,2021
1.1307696190512484,2.315248535002833,8.476075177569001,32.496464807058324,0.05402292116556955,2021
0.8141191523922032,2.6978537918421166,6.094694161575017,36.43042979076969,0.15937050005771006,2021
1.3372561781910333,2.463931330701758,5.224999908751798,38.73571211888628,0.18089146955266633,2021
1.7578533143007153,2.7325828335672666,5.459138511729653,35.4917767580633,0.21114307415102082,2021
2.069218543782431,4.698904448981327,8.358521414128141,26.68114222641316,0.19351512546664482,2021
2.3390169308792053,5.078501223174876,9.344704209827066,23.42818523716585,0.21547614697202117,2021
2.74963693968629,5.073090152836261,11.661305461265746,28.5388469672936,0.1981503518710885,2021
2.2592723072232914,9.04438831994907,17.95327947864427,25.551303516735747,0.16207292116556957,2021
1.009482212705913,13.86281919456141,21.66663870030927,19.995193934587203,0.10983987040884374,2021
1.592713167438345,31.797667889841545,32.15368270445072,21.079529323187355,0.1177610932085803,2021
1.4448091397849463,23.055645161290325,24.466827956989246,19.183333333333334,0.09246102150537634,2022
1.2044681053427864,13.389297365371393,18.331073434797982,24.893490947464784,0.14528640868466167,2022
1.2418375451353563,9.747144703036495,15.302879968237216,32.303833109398745,0.2033020608497114,2022
1.468336111111111,10.4965,11.102111111111112,26.22361111111111,0.1690486111111111,2022
1.547492697298861,17.676058910658032,10.223523317451942,21.872615479430557,0.18814444440335032,2022
1.3196523616264688,14.571615956373234,8.129200061878795,21.57149687512361,0.21763805542816378,2022
1.499709677419355,4.713817204301075,7.67233870967742,27.68521505376344,0.2128467741935484,2022
1.3291616494104974,4.852380803922452,8.692695420345398,25.66976299299104,0.19425788514028297,2022
1.4116297232529376,5.916120801635357,10.525150123757589,26.09160486135833,0.15810249974521645,2022
1.569705062890259,8.943505147217172,15.661399661537962,28.155142361150986,0.1027936379517374,2022
1.423138888888889,15.014138888888889,16.95797222222222,21.249444444444446,0.07568194444444444,2022
1.2144995972729267,23.629278882511734,24.48554307063539,16.484781922162636,0.0666672041777929,2022
1.1662171082833848,20.578164460666745,24.09095878653555,22.294854656570198,0.07971787099618166,2023
1.0703220778708689,14.521784552823005,19.35897667470908,23.650800980555747,0.12315258432881761,2023
1.1348844086021506,9.983790322580646,16.423091397849465,25.729301075268815,0.1012741935483871,2023
1.22070490078172,6.95415883157786,13.77154630164229,26.091072034011425,0.11524457780716549,2023
1.0421364437245813,5.905589324259504,13.159838802801161,30.143136506435596,0.11786522631836661,2023
1.1968777777777777,5.02425,11.456166666666668,39.15694444444444,0.18381527777777779,2023
1.2688809138168486,4.488495997721549,8.758772473863269,32.648664116713945,0.16525449502181203,2023
1.2970188172043011,4.769354838709678,10.25247311827957,33.47258064516129,0.1512715053763441,2023
0.6413549007817198,5.093769942688971,11.472574079420067,34.73468314512254,0.1550418000293877,2023
2.084837127278937,9.353114533664888,16.03384486150958,28.14659716864045,0.09573705566582182,2023
3.074558333333333,13.927416666666666,18.990055555555557,20.689722222222223,0.0680375,2023
3.890400057545956,23.685419077527282,21.267428341279892,20.07507973446389,0.06265279584112333,2023
4.040188172043011,23.796236559139786,20.699327956989247,23.215860215053763,0.07268817204301076,2024
3.0381704869722914,14.28738213588192,18.925182705963078,30.918283555715046,0.10312271159634173,2024
3.2340522946136767,8.328607301619394,13.460188439491873,34.11124273277993,0.12101885481149396,2024
3.2207222222222223,7.108999999999999,11.686055555555555,34.44888888888889,0.12638055555555555,2024
2.6290180687573286,14.750729831221733,11.51768977673618,26.694338117109695,0.13220237618079164,2024
0.5563986820056716,13.191000667363046,10.651700248084735,25.237578412435617,0.1591708160760853,2024
0.6562096774193548,8.246962365591397,10.179274193548387,25.547580645161293,0.16779435483870966,2024
0.7618467461267869,7.618846984479988,10.012126597851454,26.891143178858812,0.19237326314148717,2024
1.0076944444444444,9.265027777777778,14.351083333333333,28.594722222222224,0.1452388888888889,2024
1.244327707506923,11.657053312916204,17.52693601876869,27.08995858383943,0.1424366343541707,2024
1.169290148878577,14.61292198945115,17.71513916525271,24.006339712761484,0.11414920552743264,2024
1.6464301075268817,26.718467741935484,19.523037634408603,17.575,0.08532661290322581,2024
1.5541263440860216,18.092876344086022,18.414381720430107,20.900537634408604,0.08908333333333335,2025
1.6062046572070805,14.458693881655444,19.96297238518608,24.158536274709597,0.11757668792417506,2025
0.7676594140610671,8.00731403376431,15.641078926885195,33.60490666093237,0.16989180925394956,2025
0.871130725703225,5.482288969335604,12.03589763853608,36.1564776509748,0.1832344722027199,2025
0.4108241637889102,7.439077595208001,13.585947119718115,36.09733637046922,0.16323414746004544,2025
0.8934650362149168,7.552840518329232,17.0989331545771,33.19208353146299,0.18813316268819721,2025
