Fecha y hora,CO (ppm),NO (ppb),NO2 (ppb),NOX (ppb),O3 (ppb),PM10 (ug/m3),PM2.5 (ug/m3),PRS (mmHg),RAINF (mm/h),RH (%),SO2 (ppb),SR (kW/m2),TOUT (¼C),WSR (km/h),WDR (azimutal)
2024-01-12 06:00:00,1.2,16.1,20.2,36.3,29,64,35,708,8.67362E-19,19,3.4,0,19.49,14.5,31
2024-01-12 12:00:00,1.63,49.5,25.2,74.8,25,588,74,713.4,8.67362E-19,25,5.2,0.271,19.26,10.3,25
2024-01-12 18:00:00,1.41,8.2,25.5,33.7,33,204,37,711.9,8.67362E-19,24,3.2,0.039,18.7,12.3,94
2024-01-13 00:00:00,1.26,3.7,24.1,27.8,30,70,4,713.6,8.67362E-19,25,4,0,13.92,4.8,137
2024-01-13 06:00:00,1.57,63.8,38.7,102.5,12,119,24,713.3,8.67362E-19,35,5.2,0,10.32,6.5,15
2024-01-13 12:00:00,1.99,37.7,38,75.6,30,193,38,714.4,8.67362E-19,32,5.2,0.33,16.87,7.8,46
2024-01-13 18:00:00,1.37,6.9,22.7,29.6,41,111,27,712.7,8.67362E-19,39,4.1,0.055,19.45,8.3,77
2024-01-14 00:00:00,2.11,61.6,40.6,102.3,13,125,28,714.2,8.67362E-19,59,4,0,14.12,4.9,7
2024-01-14 06:00:00,2.1,58.8,33.8,92.6,12,139,31,713,8.67362E-19,68,3.7,0,10.65,3.1,234
2024-01-14 12:00:00,2.57,34.8,51.5,86.3,32,179,64,713.9,8.67362E-19,39,7.9,0.327,19.83,7.6,33
2024-01-14 18:00:00,1.39,4.5,15.7,20.1,48,89,19,710,8.67362E-19,36,3.9,0.065,23.29,10,102
2024-01-15 00:00:00,2,35,34,69,14,107,24,711.3,8.67362E-19,67,3.9,0,16.98,7.5,26
2024-01-15 06:00:00,1.38,37,23.1,60.1,13,50,12,712,8.67362E-19,64,3.3,0,11.03,10.5,27
2024-01-15 12:00:00,1.73,44.8,18.4,63.2,16,102,17,715.3,8.67362E-19,66,3.3,0.174,8.9,8,45
2024-01-15 18:00:00,1.56,20.5,19.2,39.7,15,59,28,713.1,8.67362E-19,76,3,0.036,8.05,8,95
2024-01-16 00:00:00,1.34,9.8,14.1,23.9,18,32,5,716.2,8.67362E-19,86,3.3,0,5.67,8.8,51
2024-01-16 06:00:00,1.27,19.5,11,30.4,19,5,3,720.7,8.67362E-19,87,2.9,0,-0.52,15.3,15
2024-01-16 12:00:00,1.6,48.5,19.6,68.1,20,79,22,722.9,8.67362E-19,76,3.1,0.082,-1.05,8.7,355
2024-01-16 18:00:00,1.9,38.1,30.4,68.6,15,50,29,719.9,8.67362E-19,65,3.4,0.063,3,6.2,250
2024-01-17 00:00:00,1.37,6.5,21.1,27.6,24,47,2,721.4,8.67362E-19,53,4,0,1.14,7.3,88
2024-01-17 06:00:00,1.28,3.7,20.2,23.9,27,25,5,719.4,8.67362E-19,43,3.2,0,-0.35,5.9,118
2024-01-17 12:00:00,1.66,28.6,25.7,54.3,28,57,27,719.1,8.67362E-19,37,4.7,0.32,5.84,7.6,53
2024-01-17 18:00:00,1.61,17.6,31.1,48.7,25,41,19,715.2,8.67362E-19,46,3.4,0.04,7.77,8,59
2024-01-18 00:00:00,1.72,30.7,36.3,67,12,55,13,715,8.67362E-19,49,3.4,0,5.33,2,282
2024-01-18 06:00:00,2.38,113.3,41.6,155,13,133,46,713.1,8.67362E-19,58,4.6,0,5.86,5.2,298
2024-01-18 12:00:00,4.77,174.9,94.3,268.9,17,313,80,713.5,8.67362E-19,27,9.7,0.266,20.63,6.1,264
2024-01-18 18:00:00,2.31,36.3,77.2,113.3,20,121,28,711.5,8.67362E-19,24,6,0.05,25.87,7.1,78
2024-01-19 00:00:00,4.21,142.3,65.6,207.8,13,185,42,714.4,8.67362E-19,46,9.9,0,16.27,6.3,236
2024-01-19 06:00:00,2.76,80.9,49.7,130.6,11,197,45,715.4,8.67362E-19,54,6.5,0,12.94,5.1,226
2024-01-19 12:00:00,1.81,40,35.5,75.6,31,173,13,719.5,8.67362E-19,28,5.1,0.336,21.44,12.7,32
2024-01-19 18:00:00,1.9,16.1,38.8,54.9,37,83,11,718.9,8.67362E-19,41,4.5,0.007,17.92,10.7,72
2024-01-20 00:00:00,1.36,4,18.5,22.5,42,58,4,721.4,8.67362E-19,44,3.8,0,12.48,12.7,105
2024-01-20 06:00:00,1.33,9,22.7,31.7,32,37,8,721,8.67362E-19,54,4.7,0,9.1,9.2,57
2024-01-20 12:00:00,1.47,13,22,35,31,53,15,722.3,8.67362E-19,45,3.4,0.117,9.15,9.4,84
2024-01-20 18:00:00,1.54,19.5,28.2,47.6,24,67,21,720.7,8.67362E-19,64,5.5,0.017,6.98,9.9,47
2024-01-21 00:00:00,1.49,8,19.6,27.6,17,15,8,720.8,0.01,86,3,0,4.48,6.8,61
2024-01-21 06:00:00,1.42,16.5,18.8,35.3,14,15,11,718.4,0.01,89,3.5,0,4.9,3.7,26
2024-01-21 12:00:00,1.52,12.3,21.7,34,19,28,14,718.5,8.67362E-19,88,3.4,0.069,7.42,3.4,187
2024-01-21 18:00:00,1.82,34.6,25.1,59.7,12,74,27,715.8,8.67362E-19,85,3.3,0.007,8.63,4.7,48
2024-01-22 00:00:00,1.94,36.3,22.2,58.5,13.6,30,21,715.9,8.67362E-19,88,3.6,0,8.14,4.2,235
2024-01-22 06:00:00,2.01,37.7,25.5,63.2,10,67,32,714.1,8.67362E-19,87,3.5,0,11.35,8.3,193
2024-01-22 12:00:00,3.58,86.4,51.2,137.7,19,203,69,712.8,8.67362E-19,64,5,0.299,18.01,8,14
2024-01-22 18:00:00,2.44,44.7,56.2,100.8,23,108,46,710.4,8.67362E-19,62,14.3,0.032,20.72,8.9,34
2024-01-23 00:00:00,3.2,81.9,45.5,127.5,11,157,65,711.9,8.67362E-19,78,5.1,0,17.62,4.7,234
2024-01-23 06:00:00,2.49,64.6,27.5,92.1,11,93,47,710.7,8.67362E-19,85,3.8,0,15.35,3.8,237
2024-01-23 12:00:00,2.93,95.3,48.3,143.7,14,111.6,41,711.3,8.67362E-19,71,8.3,0.203,20.43,4.8,333
2024-01-23 18:00:00,2.07,23.8,40.1,63.8,23,90,38,709.6,8.67362E-19,67,11.2,0.017,21.31,8.6,53
2024-01-24 00:00:00,1.63,15.2,27,42.2,12,46,3,711.3,8.67362E-19,73,4.4,0,17.84,4,236
2024-01-24 06:00:00,1.66,33.1,22.7,55.9,10.6,84,30,710.5,8.67362E-19,77,3.5,0,17.34,2.2,168
2024-01-24 12:00:00,2.21,65.7,26.4,92.1,17,101,17,712.8,8.67362E-19,63,4,0.163,19.89,9.8,17
2024-01-24 18:00:00,2.07,57.3,24.4,81.7,16,75,17,711.5,8.67362E-19,70,3.4,0.017,18.55,11.8,11
2024-01-25 00:00:00,1.6,20,17.3,37.2,18,56,14,714.5,8.67362E-19,76,3,0,17.17,7.7,4
2024-01-25 06:00:00,1.55,19.8,24.4,44.2,10,18,9,714.6,8.67362E-19,82,3.1,0,15.73,2,233
2024-01-25 12:00:00,2.03,43.3,33.3,76.6,27,86,23,715.7,8.67362E-19,56,4.7,0.341,21.2,8.1,30
2024-01-25 18:00:00,1.59,7.9,21.2,29.1,31,42,7,712.6,8.67362E-19,55,3.3,0.031,21.48,12,103
2024-01-26 00:00:00,1.64,6.5,21.9,28.4,20,63,3,713.4,8.67362E-19,73,3,0,18.25,5.6,112
2024-01-26 06:00:00,1.47,9,20.7,29.6,24,27,13,711.8,8.67362E-19,77,2.9,0,17.36,5.8,72
2024-01-26 12:00:00,2.1,26.5,34,60.4,32,93,24,711.9,8.67362E-19,57,4.2,0.345,22.8,7.1,57
2024-01-26 18:00:00,2.01,8.5,51.2,59.6,53,118,29,710,8.67362E-19,37,4.2,0.06,26.6,7.4,57
2024-01-27 00:00:00,1.67,12.4,18.1,30.5,28,75,8,715.3,8.67362E-19,70,3.2,0,20.18,12.9,4
2024-01-27 06:00:00,1.36,15.3,21.6,36.9,30,33,6.6,717.5,8.67362E-19,38,3.6,0,18.44,12.7,28
2024-01-27 12:00:00,1.69,32.9,20.6,53.5,30,66,4,720.5,8.67362E-19,39,3.2,0.344,19.17,10.3,10
2024-01-27 18:00:00,1.61,25.4,26.9,52.2,28,38,13,718.6,8.67362E-19,32,3.3,0.086,21.8,12,29
2024-01-28 00:00:00,1.52,10.3,27.1,37.4,25,21,3,722.1,8.67362E-19,42,4.9,0,15.94,5.2,317
2024-01-28 06:00:00,1.47,14.5,30.5,45,17,24,5,722.4,8.67362E-19,52,3.5,0,13.01,2.6,313
2024-01-28 12:00:00,1.45,10.5,15.9,26.4,45,32,13,723.8,8.67362E-19,34,5.4,0.359,19.13,9.4,45
2024-01-28 18:00:00,1.39,4.3,17.7,22,50,24,18,721,8.67362E-19,32,5.4,0.093,20.75,9.7,94
2024-01-29 00:00:00,1.54,3.3,28.8,32,25,15,2,722.2,8.67362E-19,39,3.3,0,15.84,3.9,149
2024-01-29 06:00:00,1.54,53,36.7,89.7,14,39,12,721.6,8.67362E-19,53,4.5,0,10.64,6.4,11
2024-01-29 12:00:00,1.86,38.9,33.7,72.5,31,75,24,722.1,8.67362E-19,35,9.1,0.359,17.5,8.6,39
2024-01-29 18:00:00,1.62,8.1,30.5,38.6,38,33,2,718.6,8.67362E-19,33,3.9,0.051,19.83,9.2,80
2024-01-30 00:00:00,1.59,6.3,35.4,41.7,19,30,3,718.7,8.67362E-19,38,4.5,0,16.57,4.6,135
2024-01-30 06:00:00,1.5,37.3,31.3,68.6,16,24,2,718,8.67362E-19,58,3.8,0,12.8,4.8,339
2024-01-30 12:00:00,2.14,50.4,40.9,91.3,24,107,31,719.2,8.67362E-19,38,10.5,0.27,18.97,6.6,4
2024-01-30 18:00:00,1.66,8.8,31.1,40,48,57,23,716.9,8.67362E-19,38,20.6,0.077,21.1,8.8,78
2024-01-31 00:00:00,2.29,67.4,45.6,113,12,91,23,717.6,8.67362E-19,57,4.1,0,16.16,3.8,28
2024-01-31 06:00:00,1.72,72.3,37.9,110.3,11,56,15,717.2,8.67362E-19,76,3.5,0,13.33,3.5,331
2024-01-31 12:00:00,1.93,36.3,30.5,66.8,29,112,26,718.4,8.67362E-19,59,6.7,0.316,19,8.7,37
2024-01-31 18:00:00,1.62,7.3,26.6,33.9,35,57,18,715.7,8.67362E-19,52,4,0.023,20.82,10.9,89
2024-02-01 00:00:00,1.658,7.14,18.38,27.64,11.8,53.2,27,716,8.67362E-19,69.2,3.3,0,24.472,8.16,78.8
2024-02-01 06:00:00,1.47,24.5,23.5,48,19,31,6,714.8,8.67362E-19,82,3.2,0,15.21,5.3,55
2024-02-01 12:00:00,2.82,32.8,34,66.7,31,107,46,715,8.67362E-19,60,5.4,0.347,20.93,6.8,27
2024-02-01 18:00:00,1.61,5.7,18.3,24.1,43,49,20,711.3,8.67362E-19,48,3.4,0.084,24.17,9,115
2024-02-02 00:00:00,2.32,42.3,37,79.3,12,103,26,710.9,8.67362E-19,63,3.7,0,19.24,5.7,36
2024-02-02 06:00:00,2.04,60.4,31.4,91.8,11,80,12,708.9,8.67362E-19,77,3.9,0,15.34,2.2,241
2024-02-02 12:00:00,2.67,30.5,55.3,85.7,36,189,47,707.9,8.67362E-19,35,8.9,0.355,27.37,7.4,87
2024-02-02 18:00:00,1.74,7.5,31.4,38.9,43,62,19,703.5,8.67362E-19,27,3.9,0.067,30.21,10.3,102
2024-02-03 00:00:00,2.07,17.5,34.7,52.2,13,101,16,705.2,8.67362E-19,47,4.6,0,23.67,3.3,340
2024-02-03 06:00:00,1.34,9.7,11.6,21.2,36,55,2,704.5,8.67362E-19,19,3,0,23.92,18.6,314
2024-02-03 12:00:00,1.41,10.3,12.4,22.6,41,90,77,706.2,8.67362E-19,14,2.9,0.383,26.88,23.1,279
2024-02-03 18:00:00,1.38,7,16.9,23.9,43,38,12.4,703.2,8.67362E-19,3,2.9,0.118,28.9,17.7,274
2024-02-04 00:00:00,1.63,20,31.3,51.2,22,36,2,705.9,8.67362E-19,34,3.5,0,20.83,8.2,36
2024-02-04 06:00:00,1.64,9.9,33.1,43,13,41,8,707.6,8.67362E-19,53,4.3,0,14.9,3.5,197
2024-02-04 12:00:00,1.37,7.3,9,16.2,49,47,18,709.7,8.67362E-19,9,2.8,0.394,25.42,20.8,289
2024-02-04 18:00:00,1.34,5.3,12,17.2,45,33,9,708.2,8.67362E-19,7,3,0.118,27.83,20.9,274
2024-02-05 00:00:00,1.36,6.3,14.2,20.5,39,16,4,712.6,8.67362E-19,11,3.4,0,22.26,14.1,336
2024-02-05 06:00:00,1.56,23.4,36.8,60.1,14,70,5,714.4,8.67362E-19,19,5.4,0,14.96,3.6,279
2024-02-05 12:00:00,1.46,17.3,16.7,33.9,39,68,11,716.4,8.67362E-19,18,3.2,0.39,21.59,11.9,25
2024-02-05 18:00:00,1.5,16.5,22.4,38.9,36,24,10,714.3,8.67362E-19,14,3.1,0.123,24.53,12.6,31
2024-02-06 00:00:00,1.45,7.3,22.8,30.1,33,20,2,717.4,8.67362E-19,38,3.7,0,15.89,6,26
2024-02-06 06:00:00,1.57,43.5,38.4,81.9,12,37,10,716.8,8.67362E-19,48,5.6,0,12.1,3.2,321
2024-02-06 12:00:00,1.68,14.5,19.5,33.9,45,70,17,717.9,8.67362E-19,35,4,0.385,19.2,9.6,66
2024-02-06 18:00:00,1.68,8.9,23.8,32.7,40,34,10,713.7,8.67362E-19,27,3.4,0.119,23.02,12.4,100
2024-02-07 00:00:00,1.65,6,28.7,34.7,32,28,5,714.3,8.67362E-19,39,3.4,0,17.41,8.1,85
2024-02-07 06:00:00,1.76,57,36.1,93.1,14,51,16,712.8,8.67362E-19,67,5.1,0,11.86,6.6,21
2024-02-07 12:00:00,2.54,28.4,34.8,63.2,35,69,30,712,8.67362E-19,56,6,0.247,16.71,6.4,18
2024-02-07 18:00:00,1.7,7.9,25.5,33.4,44,43,25,707.8,8.67362E-19,36,4.1,0.102,23.67,9.5,88
2024-02-08 00:00:00,3.63,131.6,55.2,186.8,13,142,30,708.9,8.67362E-19,54,4.7,0,18.18,4.7,275
2024-02-08 06:00:00,2.27,81.9,40.7,122.7,12,125,31,709.8,8.67362E-19,65,4.3,0,14.87,2.1,258
2024-02-08 12:00:00,2.62,36.5,46.9,83.3,36,169,50,713.4,8.67362E-19,35,8.9,0.368,24.51,7.3,22
2024-02-08 18:00:00,1.72,6.7,26.7,33.4,50,67,24,710.6,8.67362E-19,35,8.5,0.05,25.62,12.2,93
2024-02-09 00:00:00,1.84,14.4,36,50.4,15,53,11,712.8,8.67362E-19,62,4.1,0,19.47,2.9,62
2024-02-09 06:00:00,1.89,40.5,36.8,77.3,11,121,22,710.9,8.67362E-19,70,3.7,0,17.1,5,216
2024-02-09 12:00:00,2.44,21.7,39.6,61.2,39,131,48,711.4,8.67362E-19,47,8.6,0.323,24.05,8.2,76
2024-02-09 18:00:00,1.93,12.1,35.1,47.1,47,59,25,707.9,8.67362E-19,32,5.2,0.094,28.17,10.9,63
2024-02-10 00:00:00,1.85,11.9,26.7,38.6,21,91,30,710.4,8.67362E-19,63,3.9,0,21.8,8.2,49
2024-02-10 06:00:00,1.7,10.1,21.3,31.3,19,44,18,709.6,8.67362E-19,77,3.6,0,18.96,2.5,259
2024-02-10 12:00:00,2.49,32.7,43.8,76.5,30,125,44,709.7,8.67362E-19,56,10.5,0.252,24.46,8.5,36
2024-02-10 18:00:00,1.82,5.9,23.9,29.8,42,67,23,706.1,8.67362E-19,48,4.7,0.031,25.7,8.8,95
2024-02-11 00:00:00,1.99,9.9,27.3,37.3,21,65,24,706.5,8.67362E-19,65,3.4,0,21.99,3.4,80
2024-02-11 06:00:00,2.7,48.3,31,79.3,12,90,37,705.7,8.67362E-19,76,3.5,0,18.24,5.7,221
2024-02-11 12:00:00,1.69,18.3,16.5,34.8,38,104,9,708,8.67362E-19,32,3.3,0.394,23.07,13,31
2024-02-11 18:00:00,1.58,5.8,18,23.8,47,33,15,706.8,8.67362E-19,24,3.3,0.118,24.9,12,86
2024-02-12 00:00:00,1.65,11.8,21.4,33.2,35,22,6.6,713.6,8.67362E-19,28,3.1,0,17.09,8.9,16
2024-02-12 06:00:00,1.52,21.7,13.8,35.4,22,49,9,715.4,8.67362E-19,42,3.6,0,10.37,16.7,16
2024-02-12 12:00:00,1.63,20,15.4,35.4,31,65,14,717.5,8.67362E-19,27,3.1,0.399,17.37,7.2,66
2024-02-12 18:00:00,1.68,9.9,24.7,34.6,42,37,17,714.6,8.67362E-19,20,8.1,0.108,20.58,11.4,93
2024-02-13 00:00:00,1.55,4.1,20.2,24.3,35,25,7,716.8,8.67362E-19,30,3.5,0,15.24,9,94
2024-02-13 06:00:00,1.71,42,34.3,76.2,16,21,8,715.9,8.67362E-19,34,4.8,0,13.25,8,26
2024-02-13 12:00:00,2.15,47.7,29.8,77.5,26,122,22,717.5,8.67362E-19,35,4.7,0.304,15.85,10.6,39
2024-02-13 18:00:00,1.71,10.1,23.8,33.9,36,49,19,714.3,8.67362E-19,36,5.1,0.104,20.25,11.7,82
2024-02-14 00:00:00,1.66,6.2,20.1,26.3,31,24,3,715.2,8.67362E-19,66,3.1,0,14.83,8.5,82
2024-02-14 06:00:00,1.73,27.7,31.5,59.2,14,29,7,714.3,8.67362E-19,77,3.9,0,13.27,2.7,296
2024-02-14 12:00:00,2.41,41.5,36.4,77.9,25,72,26,715.6,8.67362E-19,60,5,0.221,18.02,5.9,334
2024-02-14 18:00:00,2.04,13.3,38.2,51.3,28,97,24,714.5,8.67362E-19,61,5.5,0.017,18.53,6.8,65
2024-02-15 00:00:00,1.82,5.1,31.2,36.2,16,86,11,715.9,8.67362E-19,70,3.8,0,16.88,3.2,222
2024-02-15 06:00:00,2.17,68.6,37.5,106.2,11,174,36,715.6,8.67362E-19,73,4.5,0,15.81,3.3,17
2024-02-15 12:00:00,3.04,100.6,47.7,148.4,13,101,42,717.9,0.01,73,4.7,0.051,17.75,6.1,309
2024-02-15 18:00:00,2.42,31.3,44.2,75.4,15,83,42,715.9,0.01,71,3.5,0.01,17.84,7.5,278
2024-02-16 00:00:00,2.15,31.3,34.4,65.7,11,32,27,716.1,0.01,80,3.1,0,16.01,4,79
2024-02-16 06:00:00,2.08,66.4,29.6,96,11,46,28,713.1,8.67362E-19,85,3.3,0,15.12,3.2,11
2024-02-16 12:00:00,2.13,26.7,29.6,56.2,17,33,20,713.9,8.67362E-19,73,3.7,0.098,17.77,9.3,246
2024-02-16 18:00:00,2.04,33,29.1,62.1,15,20,8,712.3,8.67362E-19,74,3.1,0.013,17.65,6,306
2024-02-17 00:00:00,2.45,46.8,28.6,75.3,11,47,18,713,0.01,82,3.1,0,16.64,6.8,266
2024-02-17 06:00:00,1.56,8.9,25.5,34.4,23,11,1,713.5,0.01,85,2.9,0,14.07,5.1,242
2024-02-17 12:00:00,2.11,61.7,25.9,87.2,16,21,4,717.3,0.07,87,3.1,0.027,10.39,10.7,16
2024-02-17 18:00:00,1.98,38.2,22,60.3,18,25,7,716.9,8.67362E-19,86,2.9,0.015,9.81,10.4,24
2024-02-18 00:00:00,1.6,15.4,12.9,28.3,23,48,3,719.9,8.67362E-19,71,3,0,8.64,9.4,19
2024-02-18 06:00:00,1.52,13.5,15.7,29.2,22,23,3,719.6,8.67362E-19,62,3.6,0,7.76,8,22
2024-02-18 12:00:00,1.56,12.9,11.8,24.7,33,30,12,720.3,8.67362E-19,52,3.4,0.294,9.64,7.7,29
2024-02-18 18:00:00,1.7,9.7,17.3,27,30,46,25,716.1,8.67362E-19,57,3.1,0.128,12.03,7,72
2024-02-19 00:00:00,1.61,11.2,27.8,39,14,28,12,717.2,8.67362E-19,68,6.7,0,8.76,4,197
2024-02-19 06:00:00,2.28,123.5,26.8,150.5,8,100,31,716,8.67362E-19,80,3.8,0,6.63,2.6,341
2024-02-19 12:00:00,3.51,67.8,64.9,132.7,26,140,71,717.3,8.67362E-19,44,8.8,0.413,18.04,6.2,27
2024-02-19 18:00:00,2.01,11.6,41,52.4,50,64,10,716,8.67362E-19,35,13.8,0.144,23.82,9.6,57
2024-02-20 00:00:00,2.15,30.3,36.5,66.8,11,106,17,717.9,8.67362E-19,65,3.6,0,15.64,2.3,275
2024-02-20 06:00:00,2.08,36.8,34,70.7,11,103,29,717,8.67362E-19,69,3.9,0,13.23,7,235
2024-02-20 12:00:00,3.31,59.1,67.7,126.7,33,160,61,718.8,8.67362E-19,25,6.3,0.429,25.99,7.7,10
2024-02-20 18:00:00,1.79,8.2,30.3,38.5,47,56,18,716.4,8.67362E-19,24,4.5,0.15,29.29,10.8,86
2024-02-21 00:00:00,1.97,25.6,31.9,57.5,14,64,13,717.7,8.67362E-19,64,3.4,0,19.68,5.5,18
2024-02-21 06:00:00,1.99,75.6,29.8,105.3,11,85,24,715.6,8.67362E-19,84,3.6,0,15.13,2.9,275
2024-02-21 12:00:00,3,33.7,58.1,91.7,40,104,45,715.5,8.67362E-19,34,6.7,0.422,26.87,6.9,54
2024-02-21 18:00:00,1.8,8.2,26.1,34.3,43,45,16,710.7,8.67362E-19,31,3.7,0.148,30.86,11.4,90
2024-02-22 00:00:00,1.93,25,34.9,59.9,15,114,31,711.7,8.67362E-19,61,3.5,0,21.69,6.3,33
2024-02-22 06:00:00,1.93,26.5,31.9,58.3,11,59,16,709.3,8.67362E-19,73,3.5,0,18.13,6.6,235
2024-02-22 12:00:00,2.08,34,37.2,71.1,42,108,25,711,8.67362E-19,14,3.9,0.437,32.78,12.3,342
2024-02-22 18:00:00,1.98,14.9,36.3,51.2,45,35,27,708.2,8.67362E-19,20,7,0.151,34.1,12.1,55
2024-02-23 00:00:00,1.78,4.2,26.8,31.1,38,75,10,711.5,8.67362E-19,43,6.2,0,24.96,5.9,93
