Fecha y hora,CO (ppm),NO (ppb),NO2 (ppb),NOX (ppb),O3 (ppb),PM10 (ug/m3),PM2.5 (ug/m3),PRS (mmHg),RAINF (mm/h),RH (%),SO2 (ppb),SR (kW/m2),TOUT (¼C),WSR (km/h),WDR (azimutal)
2021-01-01 00:00:00,1.41,,,,27.6,82,28,718.76,0,69,,0,8.18,5.8,113
2021-01-01 06:00:00,1.39,,,,6,45,15,712.5,0,81,,0,4.24,1.4,81
2021-01-01 12:00:00,1.23,,,,21.4,42,17.8,715.3,0,59,,0.405,10.06,7.8,76
2021-01-01 18:00:00,1.19,,,,17.4,44,2,714.6,0,58,,0.013,10.89,4.1,130
2021-01-02 00:00:00,1.41,,,,3.8,68,23,717.9,0,58,,0,10.91,3.7,235
2021-01-02 06:00:00,1.19,,,,11,29,9,719.2,0,63,,0,6.65,4.2,33
2021-01-02 12:00:00,1.56,,,,19.8,77,15,719.8,0,42,,0.392,15.13,4.7,113
2021-01-02 18:00:00,1.49,,,,21.8,53,27,716.5,0,35,,0.035,17.42,6.1,124
2021-01-03 00:00:00,1.38,,,,19.2,43,8,717,0,46,,0,11.81,2.4,17
2021-01-03 06:00:00,1.69,,,,4.6,106,17,717,0,60,,0,8.41,3.6,273
2021-01-03 12:00:00,1.77,,,,30.4,80,9,716.9,0,31,,0.391,18.95,7.2,266
2021-01-03 18:00:00,1.42,,,,17.8,73,17,713.6,0,30,,0.034,21.27,6,147
2021-01-04 00:00:00,2.22,,,,4.8,164,41,714.9,0,46,,0,13.71,4.3,247
2021-01-04 06:00:00,1.8,,,,24.2,60,6,714.2,0,32,,0,14.09,12.7,262
2021-01-04 12:00:00,1.84,,,,36.2,77,2,715.3,0,15,,0.423,24.01,6.4,273
2021-01-04 18:00:00,1.46,,,,41.4,45,12,714.2,0,10,,0.044,26.01,7,131
2021-01-05 00:00:00,2.32,,,,7.4,83,25,715.8,0,36,,0,15.71,1.9,277
2021-01-05 06:00:00,2.77,,,,6.4,74,20,715.2,0,44,,0,12.86,4.7,253
2021-01-05 12:00:00,2.67,,,,20,167,12,715.5,0,21,,0.406,22.14,7.1,67
2021-01-05 18:00:00,1.57,,,,31.2,50,11,712.6,0,29,,0.032,22.79,7.1,117
2021-01-06 00:00:00,2.09,,,,4,81,21,711.8,0,60,,0,17.43,4.8,36
2021-01-06 06:00:00,1.72,,,,4.4,74,11,711.3,0,67,,0,14.25,3.2,262
2021-01-06 12:00:00,2.48,,,,23.6,111,18,712.7,0,31,,0.249,22.41,5.2,66
2021-01-06 18:00:00,1.76,,,,43.2,76,2,713.6,0,25,,0.028,20.61,10.3,51
2021-01-07 00:00:00,1.48,,,,19.4,57,8,717.5,0,37,,0,13.99,4.1,67
2021-01-07 06:00:00,1.34,,,,4.8,83,11,717.5,0,45,,0,11.6,5.1,256
2021-01-07 12:00:00,2.36,,,,26,120,5,718.1,0,29,,0.408,19.17,7.9,96
2021-01-07 18:00:00,1.58,,,,30.8,68,12,715.3,0,23,,0.036,20.6,7.7,116
2021-01-08 00:00:00,1.46,,,,22.6,44,12,716.8,0,24,,0,15.97,6.3,111
2021-01-08 06:00:00,1.4,,,,7.2,75,11,717.4,0,36,,0,9.97,1.5,266
2021-01-08 12:00:00,2.18,,,,28,89,17,719.2,0,29,,0.399,17.47,9.2,81
2021-01-08 18:00:00,1.61,,,,31.4,61,15,716.8,0,34,,0.049,18.42,9.3,115
2021-01-09 00:00:00,1.8,,,,25.2,58,5,718.5,0,66,,0,12.79,10.1,102
2021-01-09 06:00:00,1.49,,,,15.4,34,14,717.3,0,87,,0,9.79,6.2,88
2021-01-09 12:00:00,1.5,,,,16,38,5,718.4,0.01,90,,0.053,9.72,8.6,80
2021-01-09 18:00:00,1.52,,,,10.2,37,10,715.7,0,89,,0.002,9.61,6.9,133
2021-01-10 00:00:00,1.53,,,,12.4,54,16,715.3,0.01,91,,0,9.61,3.2,126
2021-01-10 06:00:00,1.37,,,,5.4,38,7,713.2,0,92,,0,9.8,3.6,28
2021-01-10 12:00:00,1.43,,,,24.2,60,9.6,715.6,0,73,,0.331,12.66,14.4,47
2021-01-10 18:00:00,1.25,,,,22.2,42,6,717.4,0,73,,0.015,9.54,16.6,37
2021-01-11 00:00:00,1.26,,,,16.8,36,4,722,0,79,,0,7.07,6.1,66
2021-01-11 06:00:00,1.16,,,,14.6,25,2,722.2,0,76,,0,4.73,9.9,49
2021-01-11 12:00:00,1.62,,,,19,50,4,723.8,0,66,,0.108,5.3,8.2,41
2021-01-11 18:00:00,1.58,,,,20.8,47,6,720.9,0,58,,0.007,7.43,5,78
2021-01-12 00:00:00,1.45,,,,27.4,58,17,722.6,0,73,,0,5.97,5.5,176
2021-01-12 06:00:00,1.26,,,,18.8,46,4,721.3,0,65,,0,6.12,5.4,55
2021-01-12 12:00:00,1.79,,,,17,76,15,722.8,0,58,,0.124,7.31,5.8,12
2021-01-12 18:00:00,1.96,,,,27.2,93,26,720.4,0,53,,0.022,8.79,4.5,98
2021-01-13 00:00:00,1.87,,,,19,110,26,721.5,0,75,,0,5.5,2.5,30
2021-01-13 06:00:00,1.92,,,,23.8,71,13,719.8,0,66,,0,6.52,8.3,246
2021-01-13 12:00:00,2.05,,,,23.6,83,10,719.1,0,35,,0.419,17.15,6.3,47
2021-01-13 18:00:00,1.87,,,,26.8,77,25,715.3,0,35,,0.042,19.17,6.2,155
2021-01-14 00:00:00,2.42,,,,5,175,40,715.2,0,58,,0,11.68,2.5,282
2021-01-14 06:00:00,2.25,,,,6.6,82,18,713,0,44,,0,10.85,4.3,261
2021-01-14 12:00:00,2.5,,,,25.2,109,5,712.8,0,12,,0.427,25.23,10.5,11
2021-01-14 18:00:00,1.43,,,,23.4,43,2,711.4,0,2,,0.074,27.48,10.1,340
2021-01-15 00:00:00,1.48,,,,27.8,82,6,716,0,30,,0,16.18,10.7,39
2021-01-15 06:00:00,1.35,,,,10.6,108,6,716.7,0,35,,0,12.79,6.9,29
2021-01-15 12:00:00,1.72,,,,20,104,6,718.3,0,28,,0.418,16,7.7,92
2021-01-15 18:00:00,1.59,,,,35.6,73,14,716.1,0,24,,0.057,17.38,8.2,109
2021-01-16 00:00:00,1.58,,,,18.8,52,8,718.6,0,30,,0,11.95,4,204
2021-01-16 06:00:00,1.67,,,,6.6,100,20,717.8,0,43,,0,7.41,3.2,267
2021-01-16 12:00:00,2.27,,,,20.2,137,14,717.1,0,23,,0.414,16.84,6.5,60
2021-01-16 18:00:00,1.65,,,,24.4,62,13,712.6,0,27,,0.047,19.45,8,117
2021-01-17 00:00:00,2.25,,,,4.4,119,48,712.2,0,44,,0,12.64,3.5,36
2021-01-17 06:00:00,2.12,,,,18,79,16,713.9,0,48,,0,10.88,10.9,250
2021-01-17 12:00:00,1.9,,,,25.6,91,7,716,0,25,,0.418,20.34,6,50
2021-01-17 18:00:00,1.38,,,,34.4,46,8,714.3,0,26,,0.061,21.93,8,121
2021-01-18 00:00:00,1.42,,,,5.2,74,15,715.2,0,43,,0,14.39,2.3,275
2021-01-18 06:00:00,1.98,,,,4.2,86,19,714,0,54,,0,10.85,5.7,262
2021-01-18 12:00:00,2.52,,,,23,137,16,713.6,0,29,,0.422,20.79,6.5,67
2021-01-18 18:00:00,1.82,,,,40,65,9,710.2,0,25,,0.065,25.21,7.5,133
2021-01-19 00:00:00,2.51,,,,6.4,77,20,711,0,63,,0,18.19,6.6,41
2021-01-19 06:00:00,1.9,,,,4.8,93,25,711.6,0,83,,0,14.55,2.1,291
2021-01-19 12:00:00,2.47,,,,5.2,103,18,715.6,0,72,,0.076,17.51,3.6,310
2021-01-19 18:00:00,1.98,,,,1,70,13,716,0,55,,0.014,21.01,9.2,42
2021-01-20 00:00:00,1.71,,,,1,45,11,718.7,0,89,,0,15.28,9.6,45
2021-01-20 06:00:00,1.34,,,,1,26,9.8,718.6,0,90,,0,12.47,8.4,44
2021-01-20 12:00:00,1.98,,,,19.8,41,8,720,0.01,91,,0.058,12.06,5.8,54
2021-01-20 18:00:00,2.31,,,,9.8,76,14,717.3,0,83,,0.006,13.78,4.6,73
2021-01-21 00:00:00,2.13,,,,11,61,11,717.2,0,91,,0,12.98,3.2,58
2021-01-21 06:00:00,1.8,,,,14.4,58,17,714.9,0,93,,0,12.77,1.9,82
2021-01-21 12:00:00,2.55,,,,1,138,31,714.3,0,88,,0.179,15.32,5.4,41
2021-01-21 18:00:00,3.05,,,,2,178,46,710.8,0,76,,0.045,18.03,6.5,87
2021-01-22 00:00:00,2.42,,,,4.8,171,52,711.7,0,89,,0,15.25,2.4,226
2021-01-22 06:00:00,2.47,,,,2.4,174,49,711.4,0,90,,0,14.61,3.4,21
2021-01-22 12:00:00,2.17,,,,7,92,7,713.5,0,61,,0.385,20.76,5.8,81
2021-01-22 18:00:00,1.79,,,,32,75,14,710.9,0,54,,0.056,23.62,8.7,125
2021-01-23 00:00:00,2.41,,,,4,153,44,712.4,0,69,,0,19.01,5.8,46
2021-01-23 06:00:00,2.23,,,,2,116,40,711.9,0,78,,0,16.37,4.4,42
2021-01-23 12:00:00,2.84,,,,9,173,36,712.1,0,59,,0.353,22.74,6.6,85
2021-01-23 18:00:00,1.91,,,,13,64,19,709.9,0,69,,0.054,21.62,9,112
2021-01-24 00:00:00,1.9,,,,3,77,19,710.6,0,77,,0,20.25,3.7,102
2021-01-24 06:00:00,1.86,,,,4,87,24,709.9,0,89,,0,17.11,1.6,263
2021-01-24 12:00:00,2.11,,,,9,143,26,710.1,0,67,,0.232,22.25,3.4,177
2021-01-24 18:00:00,1.76,,,,21,60,18,705.9,0,55,,0.044,25.98,7.6,105
2021-01-25 00:00:00,2.04,,,,1,92,29,706,0,72,,0,21.34,3.6,353
2021-01-25 06:00:00,2.08,,,,1,90,29,705,0,86,,0,17.35,3.5,253
2021-01-25 12:00:00,2.88,,,,16,141,7,706.6,0,14,,0.439,32.03,6.3,112
2021-01-25 18:00:00,2,,,,11,84,19,705.3,0,38,,0.047,27,9.8,88
2021-01-26 00:00:00,1.74,,,,2,74,8,709,0,48,,0,20.8,12.1,30
2021-01-26 06:00:00,1.4,,,,9,64,9.6,709.3,0,47,,0,17.31,3.4,17
2021-01-26 12:00:00,2.06,,,,11,122,9,710.4,0,34,,0.43,23.88,6,66
2021-01-26 18:00:00,1.73,,,,47,87,26,707.5,0,32,,0.034,25.92,8.8,125
2021-01-27 00:00:00,2,,,,1,96,21,710.3,0,49,,0,20.79,6.2,252
2021-01-27 06:00:00,1.49,,,,1,201,9,715.3,0,37,,0,15.54,17.2,37
2021-01-27 12:00:00,1.57,,,,7,96,15,721.2,0,20,,0.26,17.57,8.1,41
2021-01-27 18:00:00,1.48,,,,7,57,11,719.7,0,20,,0.079,19.68,7.3,65
2021-01-28 00:00:00,1.58,,,,4,54,5,722.7,0,25,,0,14.47,9,38
2021-01-28 06:00:00,1.37,,,,15,40,12,723.1,0,31,,0,12.75,6.9,110
2021-01-28 12:00:00,1.4,,,,19,59,14.8,724.1,0,44,,0.396,15.2,10.8,104
2021-01-28 18:00:00,1.44,,,,26,60,4,720.6,0,37,,0.076,17.73,10.1,113
2021-01-29 00:00:00,1.64,,,,15,59,15,721.4,0,60,,0,14.34,9.3,100
2021-01-29 06:00:00,1.43,,,,14,42,3,719.2,0,84,,0,11.84,3.2,67
2021-01-29 12:00:00,1.68,,,,16,89,12,718.1,0,59,,0.371,17.26,6.5,92
2021-01-29 18:00:00,1.68,,,,20,63,6,714,0,46,,0.056,21.61,7.3,98
2021-01-30 00:00:00,1.98,,,,6,57,6,713.4,0,78,,0,17.01,5.7,75
2021-01-30 06:00:00,1.73,,,,5.2,85,19,710.3,0,88,,0,14.35,3.5,329
2021-01-30 12:00:00,2.79,,,,13,152,25,710.3,0,46,,0.426,23.52,8.5,111
2021-01-30 18:00:00,2.15,,,,59,77,23,708.3,0,23,,0.097,31.81,7.2,114
2021-01-31 00:00:00,1.87,,,,2,54,17,711.8,0,48,,0,22.83,6,44
2021-01-31 06:00:00,1.64,,,,5,44,8,714.9,0,52,,0,20.14,3.2,273
2021-01-31 12:00:00,1.62,,,,5,64,5,718.6,0,26,,0.447,22.69,12.8,50
2021-01-31 18:00:00,1.34,,,,23,86,9,717.8,0,15,,0.078,24.35,9,74
2021-02-01 00:00:00,1.202,,,,21,80,30.2,714.32,0,53.4,,0,26.508,8.62,64.4
2021-02-01 06:00:00,1.29,,,,4,43,2,722.6,0,32,,0,14.84,8.9,46
2021-02-01 12:00:00,1.33,,,,24,42,15,723.3,0,31,,0.437,17.46,7.8,114
2021-02-01 18:00:00,1.26,,,,31,43,13,719.8,0,25,,0.06,18.61,9.9,120
2021-02-02 00:00:00,1.32,,,,25,34,5,720,0,26,,0,15.29,7.2,118
2021-02-02 06:00:00,1.35,,,,11.4,70,20,718.4,0,38,,0,11,4.4,30
2021-02-02 12:00:00,2.29,,,,5,114,14,718.4,0,31,,0.426,17.01,7.5,55
2021-02-02 18:00:00,1.63,,,,18,60,22,715.2,0,37,,0.093,20.65,7.9,108
2021-02-03 00:00:00,1.81,,,,4,86,16,715.1,0,51,,0,16.62,5.4,78
2021-02-03 06:00:00,1.5,,,,4.6,84,17,713.4,0,60,,0,13.48,3.7,252
2021-02-03 12:00:00,2.67,,,,11,159,40,714,0,32,,0.44,22.88,6.8,95
2021-02-03 18:00:00,1.82,,,,41,91,20,710.4,0,28,,0.085,26.72,8.9,113
2021-02-04 00:00:00,1.89,,,,6.2,86,3,710.5,0,54,,0,18.92,3.2,42
2021-02-04 06:00:00,1.77,,,,3.8,96.8,12,708.7,0,60,,0,16.76,6.3,289
2021-02-04 12:00:00,2.29,,,,47,107.2,16,709.1,0,17,,0.446,31.52,6.7,105
2021-02-04 18:00:00,1.3,,,,7,64.4,2,706,0,29.4,,0.101,35.86,10.8,334
2021-02-05 00:00:00,1.91,,,,9,93,22,708.3,0,36,,0,23.86,2.9,65
2021-02-05 06:00:00,1.86,,,,6.4,68,11,708.3,0,42,,0,19.97,3.2,1
2021-02-05 12:00:00,1.67,,,,5,101,2,710.9,0,31,,0.439,23.75,7.4,47
2021-02-05 18:00:00,1.39,,,,33,46,18,707.7,0,32,,0.093,25.46,10.1,113
2021-02-06 00:00:00,1.55,,,,11,59,14,708.2,0,64,,0,17.48,5.9,90
2021-02-06 06:00:00,1.42,,,,8.8,70,18,707.3,0,82,,0,14.2,3.6,40
