Fecha y hora,CO (ppm),NO (ppb),NO2 (ppb),NOX (ppb),O3 (ppb),PM10 (ug/m3),PM2.5 (ug/m3),PRS (mmHg),RAINF (mm/h),RH (%),SO2 (ppb),SR (kW/m2),TOUT (¼C),WSR (km/h),WDR (azimutal)
2020-01-18 00:00:00,1.83,0.8,,,,67,,716.7,0.19,90,23.5,0,18.77,3.9,99
2020-01-18 06:00:00,1.5,0.8,,,,41,27.47,714.9,0,91,24.4,0,18,5.5,37
2020-01-18 12:00:00,1.41,0.7,,,,61,14.12,718.4,0,75,22,0.367,20.08,8.6,42
2020-01-18 18:00:00,0.89,0.7,,,,50,17.6,716.8,0,60,19.5,0.033,23.33,7.9,72
2020-01-19 00:00:00,0.81,0.8,,,,20,10.37,720.4,0,75,18.4,0,18.39,7.4,35
2020-01-19 06:00:00,0.57,0.7,,,,13,7.21,720.8,0,64,16.1,0,15,12.5,50
2020-01-19 12:00:00,0.67,0.5,,,,20,8.01,723.6,0,62,14.5,0.161,12.34,11.3,44
2020-01-19 18:00:00,0.54,0.5,,,,28,,722.2,0,55,15.9,0.01,14.16,4.7,70
2020-01-20 00:00:00,0.67,,,,,23,,723.8,0,47,14.9,0,12.65,6,51
2020-01-20 06:00:00,0.43,,,,,13,,724.9,0,56,15.3,0,11.58,7.7,111
2020-01-20 12:00:00,0.47,,,,,30,,726.2,0,45,17.4,0.233,13.32,9.8,126
2020-01-20 18:00:00,0.46,,,,,53,7,723,0,46,15.5,0.039,14.12,10.3,134
2020-01-21 00:00:00,0.38,,,,,32,11,722.9,0,60,15.6,0,12.61,8.9,117
2020-01-21 06:00:00,0.41,,,,,16,,722.2,0,73,15.4,0,11,6.6,112
2020-01-21 12:00:00,0.72,,,,,23,13,722,0,87,20,0.033,10.21,7.6,96
2020-01-21 18:00:00,0.87,0.5,,,,24,,719,0,83,34.9,0.008,12.02,6.3,105
2020-01-22 00:00:00,0.5,0.5,,,,17,6,716.2,0,87,20.8,0,12.78,6,142
2020-01-22 06:00:00,0.49,0.5,,,,13,,713.7,0,87,18.5,0,13.02,6,338
2020-01-22 12:00:00,0.78,0.5,,,,73,13,713.4,0,66,18.7,0.143,16.12,4.3,257
2020-01-22 18:00:00,1.36,0.5,,,,96,18,711.1,0,69,19.9,0.021,16.56,6.5,274
2020-01-23 00:00:00,1.95,0.5,,,,215,42,711.8,0,85,23.6,0,13.58,1.4,339
2020-01-23 06:00:00,1.49,0.5,,,,121,62,711.6,0,85,26.8,0,12.02,2,294
2020-01-23 12:00:00,1.56,,,,,93,,714.6,0,45,21.1,0.407,21.22,9,26
2020-01-23 18:00:00,0.88,0.6,,,,20,12,711.9,0,34,17.1,0.08,23.91,6.2,67
2020-01-24 00:00:00,0.5,,,,,76,18,715.2,0,38,22.2,0,18.82,4.8,172
2020-01-24 06:00:00,0.62,0.6,,,,35,,715.5,0,79,22.6,0,14,5.4,89
2020-01-24 12:00:00,0.63,20.7,22,42.6,,43,21,717.6,0,55,17.5,0.406,18.8,8,93
2020-01-24 18:00:00,0.57,15.7,16.1,29.7,,49,32,714.9,0,51,17.8,0.027,18.8,11,127
2020-01-25 00:00:00,0.41,16.3,8.4,24.3,,35,17,715.3,0,69,18.2,0,16.81,8.9,129
2020-01-25 06:00:00,0.47,22.3,27.8,48,,24,15,713.9,0,86,20.2,0,14.43,5.3,66
2020-01-25 12:00:00,1.24,46.1,83,129,,50,15,715.2,0,81,19.6,0.075,16.43,5,49
2020-01-25 18:00:00,1.16,25.6,39.6,65.1,,56,20,713,0,71,19.6,0.026,18.13,3.8,94
2020-01-26 00:00:00,1.45,65.8,19.3,85.2,,96,62,713.8,0,79,22.3,0,17.18,1.8,53
2020-01-26 06:00:00,1.49,75.3,15.6,90.9,,122,61,713,0,71,29.1,0,17.65,6.2,231
2020-01-26 12:00:00,0.98,14.6,66.9,81.4,,41,,714.7,0,38,19.5,0.351,25.06,4.9,68
2020-01-26 18:00:00,0.56,12.8,20.5,34.8,,18,9,711.6,0,19,17.2,0.108,28.2,5.1,56
2020-01-27 00:00:00,0.69,17.6,15.3,32.5,,21,17,713.6,0,43,18.3,0,20.56,2.9,71
2020-01-27 06:00:00,0.93,71.5,14.1,85.7,,62,12,712.8,0,59,26.8,0,16.13,3.1,14
2020-01-27 12:00:00,1.58,19,108.1,127,,101,39,713.3,0,35,20.9,0.409,24.1,6.6,62
2020-01-27 18:00:00,0.68,11,14.3,25.1,,39,5,709.3,0,32,20,0.096,27.16,9.9,136
2020-01-28 00:00:00,0.81,16,39.9,55.8,,35,,710.3,0,67,23.6,0,19.67,7.6,80
2020-01-28 06:00:00,1.05,42.9,24.9,67.8,,45,,709.6,0,86,20.6,0,16.44,4,31
2020-01-28 12:00:00,0.98,13,84.6,97.5,,75,,711.6,0,27,16.4,0.421,25.43,9.3,20
2020-01-29 00:00:00,0.6,16,56.3,72.3,,48,10,715.6,0,29,16.3,0,17.73,11.1,41
2020-01-29 06:00:00,0.46,28.2,40.8,68.2,,45,5,715.9,0,36,17.6,0,13.78,7.4,52
2020-01-29 12:00:00,0.64,16,51,65.1,,128,18,716.3,0,25,14.9,0.432,18.27,6.8,46
2020-01-29 18:00:00,0.46,14,13.1,24.8,,81,27,711.8,0,24,21.8,0.099,20.15,12.1,128
2020-01-30 00:00:00,0.59,18.7,28.5,47.1,,33,15,712.4,0,29,30.9,0,16.43,9.6,104
2020-01-30 06:00:00,0.51,31.3,45.3,76.5,,32,20,711.5,0,61,21.7,0,10.98,6.7,56
2020-01-30 12:00:00,0.75,23.1,63.9,86.8,,59,22,713,0,68,20.9,0.32,14.04,8.6,71
2020-01-30 18:00:00,1.08,30.8,109.6,140.2,,91,,712,0,69,19.1,0.014,13.4,10.2,33
2020-01-31 00:00:00,0.55,25.3,11.6,36.4,,34,6,715.6,0,76,19.2,0,11.23,4.8,294
2020-01-31 06:00:00,0.58,46,50.5,96.5,,30,22,715.2,0,85,18.3,0,8.36,6.5,48
2020-01-31 12:00:00,1.39,51.3,56.9,108.1,,82,45,717.2,0,72,19.4,0.237,12.43,4.9,59
2020-01-31 18:00:00,0.81,16.7,21.6,38.3,,68,58,716.1,0,59,36.4,0.059,15.91,9.3,131
2020-02-01 00:00:00,,,,,,60.01204819,,713.2510578,0.005426357,56.80465444,,0.131878116,23.57306554,7.389844852,111.3121469
2020-02-01 06:00:00,0.48,40.6,11.1,51.7,5,41,20,721.1,0,69,20.1,0,11.21,4.2,271
2020-02-01 12:00:00,0.83,25.2,47,71.3,37,73,29,722.4,0,47,18.9,0.383,16.56,6.7,75
2020-02-01 18:00:00,0.58,13.7,10.8,24.3,42,61,20,719.8,0,30,18.4,0.064,19.94,4.2,130
2020-02-02 00:00:00,1.13,51.4,21.9,73.4,5,80,37,720.4,0,52,21.8,0,14.35,2,65
2020-02-02 06:00:00,1.09,53.7,10.4,64.2,,118,43,718.3,0,59,24.7,0,11.04,2.3,210
2020-02-02 12:00:00,1.25,12.1,52.7,64.8,61,84,39,717.6,0,30,19.8,0.407,21.63,5.6,75
2020-02-02 18:00:00,0.48,11.9,11.7,23.2,,42,15,713.5,0,38,16.5,0.03,20.7,7.6,127
2020-02-03 00:00:00,1.33,50.6,36,86.6,,72,42,712.9,0,53,18.3,0,17.71,3.8,59
2020-02-03 06:00:00,0.88,49.5,15.5,65.1,,51,35,710.4,0,67,20.4,0,14.91,2.1,307
2020-02-03 12:00:00,1.55,30.5,99,129.3,,167,62,711.3,0,39,20.1,0.221,23.72,4,112
2020-02-03 18:00:00,1.14,10.8,66.7,77.6,,78,27,707.2,0,39,19.6,0.041,23.62,7.6,55
2020-02-04 00:00:00,1.54,50.8,59.2,110,,83,33,708.4,0,60,21.6,0,19.37,5.3,77
2020-02-04 06:00:00,1.21,101.1,17.7,118.8,,85,31,707.7,0,57,26.2,0,16.56,3.4,257
2020-02-04 12:00:00,2.35,68.6,109.2,177.7,,212,,708.8,0,25,38.6,0.323,27.03,3.4,194
2020-02-04 18:00:00,0.74,8,28.5,36.5,,54,9,705.7,0,18,22.4,0.042,28.65,6.6,127
2020-02-05 00:00:00,1.51,75.7,55.2,130.9,,93,45,706.5,0,36,26.7,0,21.61,4,320
2020-02-05 06:00:00,1.21,40.2,102.7,142.7,,99,40,705.5,0,47,26.1,0,18.19,13.8,27
2020-02-05 12:00:00,0.89,19.7,83,102.6,,73,23,708.5,0,57,19.3,0.248,13.37,11.5,48
2020-02-05 18:00:00,1,23.6,82.8,106.3,,68,10,705.1,0,51,19.6,0.052,15.16,11.5,47
2020-02-06 00:00:00,0.5,17.6,50.5,68,,36,5,710.7,0,50,18.7,0,8.81,11.8,38
2020-02-06 06:00:00,0.42,36.8,33.8,70.6,,26,,710.9,0,59,17.7,0,4.52,7.8,46
2020-02-06 12:00:00,0.78,30.2,26.5,56.6,,82,7,710.7,0,33,20.3,0.418,15.52,12.3,172
2020-02-06 18:00:00,0.43,9.7,26.7,36.5,,75,31,707.5,0,9,14,0.138,22.4,18.5,330
2020-02-07 00:00:00,0.73,51.4,25.1,76.5,,59,23,711.1,0,37,20.6,0,12.49,4.2,38
2020-02-07 06:00:00,0.73,95.6,18,113.6,,53,15,710.9,0,45,26,0,9.91,3.7,302
2020-02-07 12:00:00,1.67,34.7,131.6,166.2,,132,39,712.3,0,22,21.9,0.447,21.33,6,64
2020-02-07 18:00:00,0.56,16.9,19.3,35.7,,62,5,710.1,0,20,17.5,0.127,25.64,10.1,126
2020-02-08 00:00:00,1.49,105.3,38.9,144.1,,50,26,713.3,0,48,22.7,0,18.21,4,53
2020-02-08 06:00:00,0.65,50,13.9,64,,47,21,713.5,0,71,23.4,0,12.71,3.7,276
2020-02-08 12:00:00,1.17,19.7,74.3,111.4,,128,30,715.2,0,45,20.5,0.443,21.13,7.8,59
2020-02-08 18:00:00,0.41,2.2,22.4,24.4,,52,10,712,0,36,10.1,0.123,26.47,11.4,129
2020-02-09 00:00:00,0.49,7.6,28.7,36.3,,29,7,713.4,0,78,19.6,0,19.84,7.9,117
2020-02-09 06:00:00,0.37,8,38.8,46.7,,36,,711.5,0,86,9.7,0,18.88,4.2,69
2020-02-09 12:00:00,0.75,6.1,56.1,62.2,,52,8,712.1,0,63,7.3,0.423,23.24,5.7,54
2020-02-09 18:00:00,0.53,0.6,28.9,29.4,,46,20,709.5,0,36,6.3,0.068,28.42,6.8,79
2020-02-10 00:00:00,1.58,10.2,89.6,99.8,62,153,93,710.6,0,60,10.5,0,22.85,7.3,57
2020-02-10 06:00:00,0.73,43.7,33.6,77.3,8,53,24,709.4,0,83,7.4,0,18.8,2.7,30
2020-02-10 12:00:00,1.36,4.8,62.2,67,71,79,39,710.8,0,53,5.7,0.418,26.3,5.5,36
2020-02-10 18:00:00,0.69,,,,74,78,5,708.1,0,32,8.1,0.079,30.61,9.4,130
2020-02-11 00:00:00,1.08,6.5,72.3,78.8,,101,50,710.4,0,50,6.8,0,25.3,6.4,55
2020-02-11 06:00:00,0.5,14,58.4,72.4,,50,40,709.9,0,69,4.8,0,19.15,6.6,51
2020-02-11 12:00:00,1.03,6.7,97.4,104,,113,38,712.1,0,72,4.7,0.15,18.86,10.3,51
2020-02-11 18:00:00,0.9,6.8,83.6,90.4,,58,28,710.6,0,74,4.1,0.014,15.43,14.2,39
2020-02-12 00:00:00,0.59,9.6,61.7,71.3,,31,11,712.4,0,84,4,0,11.98,9.6,32
2020-02-12 06:00:00,0.47,37.4,22.9,60.3,,38,6,710.4,0,83,5.1,0,11.35,3.4,90
2020-02-12 12:00:00,1.2,22.1,117.3,139.2,,79,28,710.5,0,79,5.8,0.15,12.8,9.7,36
2020-02-12 18:00:00,0.85,49.7,68.4,117.9,39,44,21,710.6,0,66,6.1,0.067,15.4,7.4,49
2020-02-13 00:00:00,1.92,169.7,22.7,192.2,,118,40,714.4,0,81,12,0,13.15,5.2,234
2020-02-13 06:00:00,1.22,159.5,20.1,179.4,,93,33,715.9,0,85,12.3,0,10.61,1.4,256
2020-02-13 12:00:00,0.62,31.9,78.2,109.9,61,58,6,718.1,0,39,5.1,0.411,17.03,12,34
2020-02-13 18:00:00,0.22,30.1,24.1,54.2,43,34,8,716.1,0,37,7.7,0.14,18.81,10.5,131
2020-02-14 00:00:00,0.2,29.4,28.1,57.4,41,24,11,719,0,46,14.7,0,14.67,11.9,124
2020-02-14 06:00:00,0.22,30.6,26.5,57.1,29,30,30,719.7,0,73,10.9,0,10.61,9.1,118
2020-02-14 12:00:00,0.45,36.1,31.8,67.9,25,44,40,721.9,0,80,6.7,0.058,10.25,8.7,117
2020-02-14 18:00:00,0.53,34.8,34,68.7,24,42,6,719.4,0,74,6.7,0.009,11.32,8.6,113
2020-02-15 00:00:00,0.49,36.4,50.2,86.4,36,48,16,719.4,0,70,5.9,0,12.26,7.3,74
2020-02-15 06:00:00,0.28,34.1,26.1,60.2,25,33,24,717.4,0,79,7.9,0,11.75,4.5,81
2020-02-15 12:00:00,1.04,51.4,65.3,116.6,25,75,24,717.7,0,68,6.8,0.18,15.29,5.7,65
2020-02-15 18:00:00,0.66,31.2,54.1,85.2,67,49,28,714.6,0,58,5.5,0.099,19.32,6.3,73
2020-02-16 00:00:00,2.15,90.1,44.1,134.2,,165,84,714.8,0,71,10.9,0,16.08,2,280
2020-02-16 06:00:00,1.07,58,32.8,90.8,,89,51,714.1,0,76,12.6,0,14.61,4.7,250
2020-02-16 12:00:00,0.78,29.9,49,78.8,77,75,16,715.1,0,44,6.6,0.424,24.28,4.4,2
2020-02-16 18:00:00,0.47,27.5,26,53.5,91,50,6,711.3,0,39,8.9,0.121,26.46,7.5,125
2020-02-17 00:00:00,1.46,64.8,59.6,124.4,12,68,37,711.6,0,60,13.1,0,20.68,4.7,46
2020-02-17 06:00:00,1.03,88.8,36.9,125.7,,95,43,710.1,0,76,11,0,17.31,2.4,5
2020-02-17 12:00:00,1.28,34.2,87.8,121.9,59,101,28,710.3,0,48,7.7,0.415,25.34,6.5,63
2020-02-17 18:00:00,0.82,30,31.2,61.2,42,60,34,707,0,39,8.3,0.095,29.23,9,102
2020-02-18 00:00:00,1.24,41.4,81.1,122.4,65,86,20,708.9,0,61,15,0,23.63,5.7,56
2020-02-18 06:00:00,0.66,73,26.3,99.4,3,58,48,708.5,0,79,11.2,0,19.23,2.1,280
2020-02-18 12:00:00,1.33,38.2,86.8,124.8,72,104,25,711,0,61,8.8,0.211,23.84,6.2,39
2020-02-18 18:00:00,0.65,29.6,26.6,56.1,58,47,42,710.5,0,42,6.9,0.097,29.69,9.5,80
2020-02-19 00:00:00,0.56,28.6,57.7,86.2,,44,18,715.3,0,72,6.9,0,21.35,9,48
2020-02-19 06:00:00,0.29,35,42.2,77.2,,27.8,12,716.1,0,85,4.6,0,14.73,8.7,48
2020-02-19 12:00:00,1.01,39.7,80.2,119.9,,28,11,718.2,0,90,5.7,0.091,13.27,10.4,36
2020-02-19 18:00:00,1.06,54.6,70.5,125.1,,57,27,715.1,0,80,7.5,0.017,15.23,6.5,47
2020-02-20 00:00:00,0.5,34,38.8,72.7,,23,6,716,0,91,7.1,0,13.15,6.3,75
2020-02-20 06:00:00,0.38,34.2,49.5,83.6,,18,,716.1,0,93,4.7,0,12.27,8.1,41
2020-02-20 12:00:00,1.17,50.2,84.4,134.5,,76,5,720.5,0,83,7.3,0.062,13.96,9,13
2020-02-20 18:00:00,0.9,30.4,72.8,103,,37,9,722.2,0,82,4,0.01,11.7,15.7,30
2020-02-21 00:00:00,0.29,33.7,25.1,58.8,,17,16,727.4,0.04,89,4.2,0,8.36,7.8,69
2020-02-21 06:00:00,0.31,36.5,33.3,69.8,,13,7,727,0,79,2.2,0,6.94,6.6,30
2020-02-21 12:00:00,0.49,36,46.7,82.5,,43,6,728,0,61,2.2,0.215,10.2,8,43
2020-02-21 18:00:00,0.38,28,25.3,53.3,,59,37,724.1,0,61,6.6,0.032,10.97,8.5,134
2020-02-22 00:00:00,0.23,23.6,19.9,42.5,,33,7,723.9,0,65,5.6,0,9.87,7.8,124
2020-02-22 06:00:00,0.2,25.9,17.9,43.2,,26,,721.5,0,69,6,0,8.82,4.1,123
2020-02-22 12:00:00,0.47,30.6,32.8,62.8,,54,10,721.3,0,54,3.4,0.329,13.34,6.9,89
2020-02-22 18:00:00,0.32,26.4,29.7,55.8,,32,10,716.9,0,45,6,0.121,18.53,8.8,125
2020-02-23 00:00:00,0.42,27.4,30.7,57.9,,33,,717,0,69,10.8,0,14.85,6.5,113
2020-02-23 06:00:00,0.41,36.4,26.7,63.1,,50,45,714.1,0,85,8.5,0,12.2,2.4,13
2020-02-23 12:00:00,0.98,37.2,77.3,114.3,,86,23,713.8,0,52,6.4,0.361,19.9,5.1,34
2020-02-23 18:00:00,0.61,27.3,44.2,71.5,,55,14,710.1,0,38,5.9,0.119,25.26,7.2,90
2020-02-24 00:00:00,3.47,123.2,59.5,182.5,,217,100,710.1,0,63,14.3,0,18.84,3.7,256
2020-02-24 06:00:00,1.59,136.1,41.8,177.9,,88,82,708.7,0,76,14.3,0,15.95,1.7,74
2020-02-24 12:00:00,1.02,32.4,112.5,144.6,,142,3,710.9,0,40,7.7,0.474,25.13,17.9,42
2020-02-24 18:00:00,0.41,29.2,32.4,61.6,,39,24,708.6,0,28,5.8,0.109,28.13,5.9,120
2020-02-25 00:00:00,0.48,29.8,58,87.6,,49,13,710.7,0,34,6.9,0,22.96,9.2,102
2020-02-25 06:00:00,0.46,48.4,42.9,91.3,,36,26,709.6,0,63,6.9,0,18.61,3.3,25
2020-02-25 12:00:00,0.92,32.6,54.1,86.7,,95,9,711.2,0,32,7.6,0.503,25.58,6,254
2020-02-25 18:00:00,0.49,30.6,45.3,75.9,,37,30,708.3,0,14,3.1,0.157,28.68,9.8,73
2020-02-26 00:00:00,0.29,28.9,59.4,88.2,,197,,717.1,0,32,2.6,0,17.48,14.4,38
2020-02-26 06:00:00,0.13,32.4,57.2,89.5,,12,,721.6,0,33,2.5,0,12.87,9.8,40
2020-02-26 12:00:00,0.46,34.8,66.5,101.1,,123,3,724.5,0,22,1.5,0.323,12.24,11.6,40
2020-02-26 18:00:00,0.56,33.2,73.8,106.8,,32,19,721.2,0,15,1.3,0.173,15.88,12.6,49
2020-02-27 00:00:00,0.23,35.5,39.5,75,,34,32,724.2,0,22,4.2,0,9.75,5.3,39
2020-02-27 06:00:00,0.21,36.2,32.9,69.1,,21,14,722.8,0,29,5.9,0,6.91,3.2,102
2020-02-27 12:00:00,0.36,33.7,74.7,108.2,,59,54,722.8,0,21,7.7,0.504,13.52,8.2,100
2020-02-27 18:00:00,0.41,31.6,56.2,87.7,,36,,719.1,0,19,3.8,0.174,18.17,9.3,97
2020-02-28 00:00:00,0.34,30.5,37,67.5,,44,4,721.3,0,27,11.7,0,13.88,6,123
2020-02-28 06:00:00,0.51,81.9,40.1,122,,52,13,721.2,0,48,11.6,0,8.16,3.4,14
2020-02-28 12:00:00,0.97,36,132,167.7,,100,21,722.7,0,19,5.7,0.512,19.54,8,58
2020-02-28 18:00:00,0.26,29.6,34,63.6,,43,37,720.1,0,12,11.6,0.169,22.59,9.7,124
2020-02-29 00:00:00,0.47,33.9,63.6,97.4,,38,24,721,0,28,10.7,0,16.54,7,75
2020-02-29 06:00:00,0.4,48.7,55.9,104.6,,40,8,718.6,0,77,7.6,0,11,4.3,49
2020-02-29 12:00:00,0.81,34.1,98.6,132.5,,70,27,718.3,0,52,4.4,0.49,17.73,7.2,70
2020-02-29 18:00:00,0.49,28.5,20.8,49.3,,54,10,713.4,0,35,3.7,0.168,24.26,9.9,140
2020-03-01 00:00:00,,,,,,60.2,,715.8,0,84.2,,0,16.46,5.8,168
2020-03-01 06:00:00,0.6,35.3,29.1,64.3,,30,19,712.4,0,84,6.1,0,13.86,1.7,340
2020-03-01 12:00:00,1.24,31.3,69.2,100.4,,95,39,711.6,0,42,3.6,0.479,24.69,5.4,80
2020-03-01 18:00:00,0.42,27.6,20,47.6,,55,16,707.8,0,27,6.4,0.122,30.95,10.7,118
2020-03-02 00:00:00,0.67,32.6,61,93.6,,82,9,709.5,0,36,5.6,0,24.56,5.5,62
2020-03-02 06:00:00,0.65,74.4,32.3,106.7,,103,38,708.3,0,74,7.2,0,18,2.3,322
2020-03-02 12:00:00,1.2,41.4,67.1,108.4,,86,16,708.3,0,17,6.3,0.506,33.3,7.8,46
2020-03-02 18:00:00,0.61,32,30.1,62.2,,74,28,705.9,0,27,7.1,0.061,31.12,10.8,104
2020-03-03 00:00:00,0.5,29,44.6,73.5,,66,29,708.3,0,52,4.7,0,24.75,7.9,110
2020-03-03 06:00:00,0.77,80,33.8,113.7,,58,31,706.5,0,81,4.8,0,20.21,1.6,20
2020-03-03 12:00:00,1.34,44,94.3,138.1,,36,93,707.6,0,81,14.2,0.095,20.72,6.2,68
